sentence,item_start,item_end,amount_start,amount_end
"Recently, Harvested Grapes and sold for 38383 Rs..",20,26,40,45
"In the evening, Total earnings from sunflower seeds were 38839 rupees.",36,51,57,62
"A week ago, The expense for pesticide was 45980 ₹.",28,37,42,47
"In the evening, Beetroot goes for 22671 INR these days.",16,24,34,39
"Earlier today, Spinach goes for 15776 ₹ these days.",15,22,32,37
"During the season, Settled 7196 rupees for Pumpkin purchase.",43,50,27,31
"Earlier today, For Green Beans, the price was 42815 rupees.",19,30,46,51
"Today, The invoice for pesticide shows 14990 INR.",23,32,39,44
"During the season, Paid 17267 rupees to buy rotavator.",44,53,24,29
"Last month, The bill for grapes came to 16574 Rs..",25,31,40,45
"In the evening, Bought bonsai trees today and paid 4383 ₹.",23,35,51,55
"On Monday, Received 39520 rupees from selling raspberry plants.",46,62,20,25
"Just now, Beet root fetched 9222 Rs. at the auction.",10,19,28,32
"Yesterday, Paid 19005 Rs. to buy pesticide.",33,42,16,21
"During the season, wind turbines is fetching 837 ₹ this season.",19,32,45,48
"In March, Bought irrigation pipe today and paid 15525 ₹.",17,32,48,53
"Yesterday, Amount due for Potato is 8749 ₹.",26,32,36,40
"Today, The invoice for Tomato shows 8543 INR.",23,29,36,40
"Last month, The bill for milking machine came to 20341 INR.",25,40,49,54
"In the evening, carrot seeds is worth 14309 ₹ now.",16,28,38,43
"In the evening, Got 42455 ₹ for soil test kit this morning.",32,45,20,25
"Recently, They charged 37221 Rs. for Beet root.",37,46,23,28
"A week ago, Spent 20399 rupees on purchasing ghee for my farm.",45,49,18,23
"Just now, pepper goes for 25114 Rs. these days.",10,16,26,31
"Recently, This season, I paid 25568 INR for weed killer.",44,55,30,35
"During the season, Farmer purchased ghee for 30811 Rs..",36,40,45,50
"During the season, Farmer earned 8460 INR from weed killer sales.",47,58,33,37
"Early morning, Pomegranate was sold for 40733 rupees yesterday.",15,26,40,45
"In the evening, We sold bonsai trees for 38899 INR today.",24,36,41,46
"During the season, Strawberry is fetching 12728 ₹ this season.",19,29,42,47
"On Monday, Sold Bottle Gourd in the market and earned 29248 Rs..",16,28,54,59
"Early morning, Around noon, I spent 3542 rupees on buffalo.",51,58,36,40
"In the evening, Harvest of fertilizer brought in 35483 INR.",27,37,49,54
"Yesterday, Sweet Corn purchase came to 28075 Rs..",11,21,39,44
"A week ago, Today, lavender plants is sold for 28000 rupees.",19,34,47,52
"On Monday, solar panels was given for 495 Rs. per kilo.",11,23,38,41
"Early morning, Harvested papaya tree and sold for 29574 ₹.",25,36,50,55
"Early morning, ₹46376 was given to buy fish fingerlings.",39,55,16,21
"In the evening, Rs. 42010 was spent on tomato plants.",39,52,20,25
"Last month, Rs. 3988 was spent on Apricot.",34,41,16,20
"In the evening, We sold cow for 186 ₹ today.",24,27,32,35
"Just now, Bought blueberry plants today and paid 24581 INR.",17,33,49,54
"Earlier today, fish fingerlings is fetching 9008 Rs. this season.",15,31,44,48
"Yesterday, Advance of 1506 INR paid for fish fingerlings.",40,56,22,26
"Earlier today, Payment of 16542 Rs. was made for milking machine.",49,64,26,31
"In the evening, The expense for buffalo was 10938 rupees.",32,39,44,49
"Just now, coconut trees is fetching 30507 rupees this season.",10,23,36,41
"In March, watermelon plants purchase cost us 26278 rupees.",10,27,45,50
"Last month, Brinjal was sold for 10021 Rs. yesterday.",12,19,33,38
"On Monday, tomato plants is fetching 4171 rupees this season.",11,24,37,41
"Today, coconut trees price today is 17026 INR.",7,20,36,41
"In the evening, Paid 7441 INR to buy tomato plants.",37,50,21,25
"Just now, We bought soybean seeds for 45301 rupees at the weekly market.",20,33,38,43
"Recently, Paid full amount 30284 INR for soybean seeds delivery.",41,54,27,32
"Last month, Farmer purchased donkeys for 48886 rupees.",29,36,41,46
"Yesterday, The bill for jasmine plants came to 23252 rupees.",24,38,47,52
"Early morning, turkeys is worth 46378 Rs. now.",15,22,32,37
"Just now, I invested 29276 INR for buying Sweet Corn.",42,52,21,26
"During the season, nursery plants is sold for 23324 INR today.",19,33,46,51
"In March, I had to pay 35589 ₹ for Cauliflower.",35,46,23,28
They charged 14598 rupees for jasmine plants.,30,44,13,18
"Just now, Farmer purchased plough repair for 30538 INR.",27,40,45,50
"Early morning, We sold Strawberry for 6885 rupees today.",23,33,38,42
"Last month, In the local market, wind turbines is priced at 11592 rupees.",33,46,60,65
"A week ago, Cost of solar amounted to 41124 rupees.",20,25,38,43
"In the evening, Settled 28585 rupees for coconut trees purchase.",41,54,24,29
"Yesterday, Farmer purchased Ridge Gourd for 8590 rupees.",28,39,44,48
"A week ago, This season, I paid 33896 rupees for Tamarind.",49,57,32,37
"On Monday, Apricot was given for 8548 rupees per kilo.",11,18,33,37
"In March, Farmer purchased Blueberry for 24898 INR.",27,36,41,46
"Yesterday, Sale price of seed drill was 14990 Rs..",25,35,40,45
"A week ago, Amount due for maize is 47649 INR.",27,32,36,41
"Earlier today, Quoted price for Beet root is 30035 ₹.",32,41,45,50
"Earlier today, Harvested Beetroot and sold for 6068 rupees.",25,33,47,51
"A week ago, Purchased tractor repair at 18103 INR.",22,36,40,45
"In the evening, Advance of 37181 Rs. paid for Sweet Corn.",46,56,27,32
"During the season, solar purchase came to 26930 ₹.",19,24,42,47
"On Monday, chili plants fetched 22532 ₹ at the auction.",11,23,32,37
"In March, mulberry purchase cost us 15377 ₹.",10,18,36,41
"Today, They charged 39825 rupees for Cucumber.",37,45,20,25
"In March, Payment of 48500 Rs. was made for coffee beans.",44,56,21,26
"Early morning, Farmer earned 6278 ₹ from Mango sales.",41,46,29,33
Settled 24687 rupees for Pomegranate purchase.,25,36,8,13
"A week ago, Market sale of horses gave 41186 Rs..",27,33,39,44
"On Monday, Sold oranges in the market and earned 16384 Rs..",16,23,49,54
"Last month, The bill for duck feed came to 11839 rupees.",25,34,43,48
"Yesterday, Around noon, I spent 18150 rupees on goat.",48,52,32,37
"Early morning, beehives is sold for 49699 rupees today.",15,23,36,41
"On Monday, Farmer earned 37791 ₹ from avocados sales.",38,46,25,30
"A week ago, fertilizer is worth 11337 ₹ now.",12,22,32,37
"A week ago, Purchased sheep at 39258 Rs..",22,27,31,36
"Early morning, Farmer earned 38125 Rs. from cow sales.",44,47,29,34
"In the evening, Used 39701 Rs. to buy mulberry.",38,46,21,26
"Just now, hay bales is worth 38708 rupees now.",10,19,29,34
"A week ago, Farmer purchased Beetroot for 46264 ₹.",29,37,42,47
"Recently, Received 592 INR from selling Apricot.",40,47,19,22
"Earlier today, Payment of 34412 INR was made for rotavator.",49,58,26,31
"A week ago, Cost of carrot seeds amounted to 28794 rupees.",20,32,45,50
"A week ago, Received 27615 ₹ from selling tomato plants.",42,55,21,26
"Early morning, Farmer purchased lavender plants for 23886 Rs..",32,47,52,57
"In the evening, Farmer purchased Snake Gourd for 1007 ₹.",33,44,49,53
The invoice for nursery plants shows 40894 rupees.,16,30,37,42
"In March, Sale price of Turnip was 43837 INR.",24,30,35,40
"Yesterday, cattle shed was given for 12983 INR per kilo.",11,22,37,42
"In March, nursery plants fetched 1602 Rs. at the auction.",10,24,33,37
"In the evening, The invoice for biogas plant shows 22968 ₹.",32,44,51,56
"Last month, duck feed goes for 6689 rupees these days.",12,21,31,35
We sold Radish for 36819 Rs. today.,8,14,19,24
"In the evening, weed killer price today is 33800 INR.",16,27,43,48
"On Monday, ₹41295 was given to buy Radish.",35,41,12,17
"A week ago, Payment of 3421 ₹ was made for buffalo.",43,50,23,27
"Earlier today, Paid 24370 Rs. to buy Pomegranate.",37,48,20,25
"Today, Current rate of organic compost is 37013 INR.",23,38,42,47
"Last month, Rs. 6357 was spent on harvesting machine.",34,52,16,20
"In the evening, For Cucumber, the price was 9843 Rs..",20,28,44,48
"On Monday, Harvested poultry feed and sold for 6631 ₹.",21,33,47,51
"Today, Got 25368 ₹ for sheep this morning.",23,28,11,16
"Earlier today, The invoice for duck feed shows 20304 ₹.",31,40,47,52
"During the season, Paid 1960 INR to buy Spinach.",40,47,24,28
"In March, bonsai trees was sold for 45888 ₹ yesterday.",10,22,36,41
"Last month, Farmer earned 6068 INR from Jackfruit sales.",40,49,26,30
"During the season, Payment of 6068 ₹ was made for Lychee.",50,56,30,34
"In the evening, Tomato price today is 13515 Rs..",16,22,38,43
"A week ago, In the local market, almond trees is priced at 3666 INR.",33,45,59,63
"In March, Harvested soybean seeds and sold for 39258 rupees.",20,33,47,52
"A week ago, Rs. 11172 was spent on donkeys.",35,42,16,21
Total earnings from jackfruit tree were 16190 Rs..,20,34,40,45
"Last month, The bill for soybean seeds came to 31537 Rs..",25,38,47,52
"Last month, Harvested nursery plants and sold for 10628 Rs..",22,36,50,55
"On Monday, milking machine fetched 29703 ₹ at the auction.",11,26,35,40
"In the evening, Advance of 30162 ₹ paid for wind turbines.",44,57,27,32
"During the season, Sold Mulberry in the market and earned 7937 ₹.",24,32,58,62
"Yesterday, Farmer purchased Tamarind for 24370 ₹.",28,36,41,46
"Recently, Mango purchase cost us 19502 Rs..",10,15,33,38
"Just now, honey extractor was sold for 2689 rupees yesterday.",10,25,39,43
"In the evening, Total earnings from Apple were 33572 Rs..",36,41,47,52
"In March, Paid 28658 Rs. to buy wheat seeds.",32,43,15,20
"Recently, We sold figs for 11057 INR today.",18,22,27,32
"On Monday, They charged 23823 rupees for goat pen.",41,49,24,29
"Earlier today, Harvested cotton bales and sold for 23243 rupees.",25,37,51,56
"Last month, We sold fertilizer for 40894 ₹ today.",20,30,35,40
"Earlier today, The expense for Apricot was 23488 Rs..",31,38,43,48
"A week ago, Used 18773 INR to buy strawberry plants.",34,51,17,22
"Early morning, For Watermelon, the price was 38334 Rs..",19,29,45,50
"Early morning, Market sale of hay bales gave 30710 Rs..",30,39,45,50
"On Monday, aquaculture supplies purchase cost us 10356 ₹.",11,31,49,54
"Last month, Acquired mango saplings by paying 26125 ₹.",21,35,46,51
"In March, This season, I paid 9742 rupees for hay bales.",46,55,30,34
"Last month, Sapota (Chikoo) is sold for 493 Rs. today.",12,27,40,43
"Yesterday, They charged 39078 Rs. for apples.",38,44,24,29
"In the evening, Sale price of Green Beans was 41386 INR.",30,41,46,51
"A week ago, Amount due for Pineapple is 35980 ₹.",27,36,40,45
"Yesterday, The expense for Apple was 38537 rupees.",27,32,37,42
"During the season, This season, I paid 5768 Rs. for lavender plants.",52,67,39,43
"In March, Farmer purchased Jackfruit for 15195 INR.",27,36,41,46
"During the season, Total earnings from grapes were 34749 INR.",39,45,51,56
"Just now, Payment of 18053 Rs. was made for fish fingerlings.",44,60,21,26
"In March, cabbage plants is billed at 5109 ₹.",10,24,38,42
"Today, Got 6932 rupees for greenhouse setup this morning.",27,43,11,15
"Just now, Rs. 36075 was spent on Guava.",33,38,14,19
"Just now, Purchased milking machine at 36024 INR.",20,35,39,44
"In the evening, fishing nets purchase cost us 48162 Rs..",16,28,46,51
Amount paid for Green Beans was 14639 ₹.,16,27,32,37
"A week ago, Cost of banana tree amounted to 17518 ₹.",20,31,44,49
"Yesterday, They charged 4764 INR for Pear.",37,41,24,28
"Earlier today, weed killer is worth 47399 ₹ now.",15,26,36,41
Payment of 48931 Rs. was made for pesticide.,34,43,11,16
"Recently, Fig fetched 833 ₹ at the auction.",10,13,22,25
"In March, We spent 37499 ₹ on strawberry plants repair.",30,47,19,24
"Today, I invested 34035 ₹ for buying honey extractor.",37,52,18,23
"In the evening, donkeys purchase came to 49705 Rs..",16,23,41,46
"Yesterday, For watermelon plants, the price was 26573 ₹.",15,32,48,53
"In March, Paid full amount 23798 rupees for ducks delivery.",44,49,27,32
"Today, Spent 44139 INR on purchasing lychee for my farm.",37,43,13,18
"During the season, I spent 4186 INR on mango tree last month.",39,49,27,31
The bill for jamun saplings came to 20304 INR.,13,27,36,41
Total earnings from Radish were 37907 ₹.,20,26,32,37
"Earlier today, solar fetched 11086 INR at the auction.",15,20,29,34
"On Monday, Payment of 12729 Rs. was made for Radish.",45,51,22,27
"In the evening, Amount due for blackberry plants is 43072 Rs..",31,48,52,57
"Last month, The invoice for sheep shows 2961 ₹.",28,33,40,44
"Yesterday, Current rate of Watermelon is 16827 Rs..",27,37,41,46
"Earlier today, The invoice for sheep shows 18500 ₹.",31,36,43,48
silo repair price today is 43090 ₹.,0,11,27,32
"Yesterday, Apricot is worth 15631 Rs. now.",11,18,28,33
"Earlier today, Payment of 21036 rupees was made for banana tree.",52,63,26,31
"In March, Settled 5679 ₹ for soil test kit purchase.",29,42,18,22
"A week ago, Carrot is billed at 15781 rupees.",12,18,32,37
Harvested harvesting machine and sold for 14738 INR.,10,28,42,47
I spent 23616 INR on bonsai trees last month.,21,33,8,13
"On Monday, oranges is worth 26689 rupees now.",11,18,28,33
"Last month, ₹39982 was given to buy tractor repair.",36,50,13,18
"Earlier today, Cucumber purchase cost us 11086 rupees.",15,23,41,46
"In March, Current rate of strawberry plants is 18967 Rs..",26,43,47,52
"Last month, Total earnings from goat were 23752 rupees.",32,36,42,47
"Just now, The cost of bees is 5416 rupees.",22,26,30,34
"Yesterday, wind turbines was sold for 44661 ₹ yesterday.",11,24,38,43
"During the season, Market sale of aquaculture supplies gave 34977 Rs..",34,54,60,65
"On Monday, We sold Brinjal for 30162 ₹ today.",19,26,31,36
"Earlier today, Used 13546 INR to buy Spinach.",37,44,20,25
"Today, Today’s market rate for carrot seeds is 31537 INR.",31,43,47,52
"Early morning, I gave 40894 ₹ as investment for cow.",48,51,22,27
"In March, Sold Beet root in the market and earned 43691 rupees.",15,24,50,55
"Recently, Farmer purchased Spinach for 34369 Rs..",27,34,39,44
buffalo purchase cost us 25744 Rs..,0,7,25,30
"Early morning, Spent 34369 INR on purchasing Custard Apple for my farm.",45,58,21,26
"In March, Harvest of Turnip brought in 26357 ₹.",21,27,39,44
fish fingerlings goes for 3089 Rs. these days.,0,16,26,30
"Earlier today, Rs. 30989 was spent on Apricot.",38,45,19,24
"Early morning, Advance of 17109 INR paid for Sapota (Chikoo).",45,60,26,31
"During the season, Around noon, I spent 17950 Rs. on Coconut.",53,60,40,45
"On Monday, pumpkin seeds was given for 17784 ₹ per kilo.",11,24,39,44
"Today, Sweet Potato purchase cost us 26877 Rs..",7,19,37,42
"Today, In the local market, Onion is priced at 26300 Rs..",28,33,47,52
"Yesterday, Market sale of fertilizer gave 15514 Rs..",26,36,42,47
"Recently, Bought seedling trays today and paid 17456 ₹.",17,31,47,52
Purchased Pineapple at 49631 rupees.,10,19,23,28
"Early morning, blackberry plants purchase cost us 25843 INR.",15,32,50,55
"In March, The bill for strawberry plants came to 47565 rupees.",23,40,49,54
"During the season, turmeric is sold for 26671 Rs. today.",19,27,40,45
"In the evening, The expense for organic compost was 5608 rupees.",32,47,52,56
"Last month, Bought sheep today and paid 14081 Rs..",19,24,40,45
"In March, Farmer purchased sheep for 32659 ₹.",27,32,37,42
"During the season, Beet root price today is 2929 rupees.",19,28,44,48
"During the season, Today, figs is sold for 16208 ₹.",26,30,43,48
ginger purchase cost us 46984 rupees.,0,6,24,29
